"NU_INSCRICAO","NU_NOTA_MT"
"f9ef2695eb0986666093945894b8f2fee351bf22",524.429170791632
"8a021391cdaac100dab56c59284bd50137a74129",564.831505874075
"b4ea8e8529711d52ed85b1a1f8ea0180bda442b8",471.860988674508
"720ef6c1d6cb4978762fb0edf4e55fd8303fe35a",442.104056221744
"b9f786712775e0d1d735398d710b01f404c985a3",410.588611811193
"564958997e204bda06fbe90afc4722805c78a855",566.075316289948
"36f38ea81d1305770cd5153f1e1667fe8a1eb47f",421.46923177249
"5a42c3f801e77d628649a6c34f3a4e5b80f232f7",515.007134865737
"8296743fdd105ce9183561cf5b359b0a3781465e",424.506493129613
"6602c7f15a1fdd082265b64976448c6809df792d",470.75942062772
"31ae66f0fe024acae4490915c348e487f2367574",509.424107622658
"81901aa980653106e64863d957387d24e2c00af3",437.444768953322
"28e10d1bd0b6effe0edd503446ebda948ad240ad",429.290332032949
"53a7ee52a87f80241e2ca13c923e06b72bf3a059",447.835241168222
"0e2c166db6aa7deccbe4896423a1d68f6d57b0f1",573.235281223182
"02681b5c893b94db204713cb4b20dde6fc3f2f95",504.744323195715
"6ce4c0e0784b3881b36b3d1c047ac6ad121681da",418.983033948372
"28c6829e69879bc1d34db1cd51b89562d3cc596b",506.126116843387
"ecb9f0d7a261c9f27865ea22f2e643701f721eb6",455.045999254855
"923538833160e8432636c88e8119378a43b3d766",442.535859997103
"aacb834258765a2959ee63c57d2be4923d11a696",439.168098175705
"c32e484025571dd94255a77f21de08ab8d2aaba8",512.689869602311
"d425deeec0a3c7006f14d732eff8933d5155067f",479.742785305509
"f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3",466.403450472525
"716a178e9a6f7791b820da77879943ac9040a547",490.574469018796
"430212cd8767ef2bff8cda0f61729203fef7523e",418.970902366815
"e97d33221238e445688a0e984778d4ecac788be2",473.650968964201
"4bc5712bdb9067b1814e969e71d5cdad59bb38d4",504.844074532527
"0411742cbb54fe1b6927b25f0bb52b885828c828",438.150403924424
"780505a9d5fc3c6da53686c0cc8bd871f4db00bc",415.951701528702
"e4e7a38b58319ad0a5cde4848622b21783c907e9",483.706106902377
"9c5a0a82074c75cb072752d71da42b9c6c27b0a3",581.505415043106
"aec1b63c3f0c9554e533752d8fe138ca82101d4a",438.279463676618
"4cc0fd1efaa148872a1f9edc1b44efef48c91c2b",479.058159788058
"4b48d500ba4410546ce01f7f6d44bcbafa73994f",415.986261747861
"edf33c347c866d26872f540bcc1f6ae415f3294c",451.380468634366
"54f4e6037b9d1eb4a2a134306d37176787f1c1d3",518.217326368469
"3a265ea6ebdc4eb2520db912adf5592f03b3d634",434.294608980907
"e418fbb77e6ff4103205f3b7f6a66d53183d809b",449.07146051564
"8ddbfe70cd41135cb6f125335a48d100789edbf7",413.440791499617
"1d3e406d0223d4cb0328850d689ba9fcadf62776",423.046005747048
"ecaf075653faf2dcdf946c0ce50629f5083347c0",483.874218794416
"7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6",458.556621766879
"5b7877d12550dd35d27a02b66a13f2a27bce11ca",457.199703054701
"18f800ec03e33ebad5fb97aa8465dd3e5961337e",434.658206192637
"b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a",512.103481191817
"cc8794762ffa592758b5117d67e0d02e2e8b9c49",515.87616662631
"894d277c608610fa8c31db531f64582b9569b2e9",435.216210044235
"b2e029961aa0f20071b74708e0d97e6f200ec582",452.545349606303
"12c7d85e168b09a0278df140a22bcb0052a59b0a",447.073526617022
"64c4892488a9c6281bdabf467a0b5a6382d248e6",487.409508005857
"ac112e94587e6e4249b7182329ee5a5040ae94ea",530.871064109388
"a58cf11e498228f9aaca92b0c49f955a6163fb59",432.694941280051
"e8c84701c041b7f3b39f3125a0449fa633589fbe",477.844830336876
"af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222",568.473941085796
"ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02",434.399765988727
"e64ad901853230e396be49311ea98121c348fac6",474.246330840917
"8532af19be3729ea233c1f29e4c015820fc7fb3a",491.683858277828
"6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316",437.759735540995
"26853fd075fe27954772c3070997635b94f32b83",425.614184907022
"3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2",546.402357508441
"574ec310dee846f9ae8eb278480257d463f6fbcc",503.301767841815
"8a46e35787225c3e7adef2b998ad9c93a952106b",510.333560527258
"b62bf908b504e8c6898777a7f5b88afed358caea",447.993978453447
"10d22971ca4f53fc62d02905809ff1c37fbb68fc",604.69238520307
"0efd9ad5eb41ad08e1f1af9fbe59eb5845323860",442.280810239561
"8f2c4684ec70392c718c278b10b04ddfbd4ced1f",585.798595692796
"c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41",453.248521913898
"d76614020539405f481c0f5ffb9e6f88a0bf21b7",468.948246926878
"92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e",487.043000981126
"ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c",438.862873955433
"176b027cd932b17fcb6f119cfcef338a175062b8",417.621944337561
"41474f2dda61d97f38ba79906d3dbcce223d1bd1",477.961486335998
"1c5a1514e6a5c44e5683ec01698a83ce474c2e4d",475.382887278047
"d4e97da32ccb6987ec074aa48c24ce949c05a78c",427.967908860226
"95c1d266a2524560761df98b376c17604733a6ad",530.657883841823
"c11c4303d2632cde64105a35554ecb77a8564260",451.956035784751
"30ddf113f77266181ef7bf57ea7d4ca3f505fec7",487.973492717672
"6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa",554.983184786991
"3671441f51dc0c3d052e87d6b8beba46bb70bfeb",438.102754275624
"580c34923cbde328e0aef1641dd02033fc862c04",452.466546980893
"29d8bf198da9caa59047268faca60207da24d1b7",531.002617737544
"1b3f80a1cd9fff0408e96169fcaf006936b34fed",439.132222252664
"b5932043b62e0c58e16e2cc2c9d5489390e5c895",445.697457450975
"99092cc60948943c59d68d62ed81a75a03059113",475.317227393839
"dd69fca6f17420dc911016a79e70583ca7ea330d",427.384135904071
"d387995af060965fb9d18973f3dbf4904f071066",424.599766638237
"27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a",460.664852577615
"543674772357cf9d8a7a8e7dfb89384af80ec30e",485.634008514164
"80a12b8a4c9df4ef4f78a33d41858b6f1ea24144",428.496928753596
"0736d379ea0962e316ce84cce8e883321be36abb",422.451363291156
"98cc842c547c69a0d27776e272fd8b61131b0b37",432.398247424341
"890b7696fa85ca2b3e90b3951efec2135e88d5cf",454.030387793275
"f3c4cd2f095979416fcac08d630fb1b1623ba5d6",720.901096420842
"d84b48f7dc7a6e387e6e985525143589754c5b13",469.181023646936
"71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9",499.656988574818
"dc4fe9d4124d9278f58f6f999711116a3fe58be7",448.511652673293
"f6624d763619c0898b34dc02adf06f53a1721cd0",452.723608331436
"60b1c12559860e7ad966da4c4db5c78e17278fc0",490.255500462065
"4f365503582b97ea96462d0d36895a5e7f5926df",433.410893585958
"c80869804effb21d50cc8fff3f4c27ba5521240c",449.636600220226
"d0f351638d60e84b890a498d69c9a7961cdcdf36",455.660256545262
"48e8ec135997ff3676648d5c144c3c7150a7bbb1",434.644139613309
"45484014aefd10ea3e4b08fb93e66c251709cca6",437.197057717689
"ccd8d735f7b3c980582f9086a6cae8b9ce8dea54",453.705566593261
"b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9",412.097546276131
"25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63",590.296879124152
"0fb75ce5f51e8afaf504c75de131eb31f89faf4f",420.389081926615
"26e6e8cec21236dfc21cf98812a3d99a3f87d99b",608.830930799509
"c83c66733c5bd90a59996e473bb69e44f6522976",421.912442272367
"87f89c855f377c5b100ad2986cc6569e31d94a98",540.776518591836
"eaecf3dd32668664e1dcc2d6c7a69042824806a6",441.097631164742
"c59b370d3aa06b68878c836bceac844953d74972",442.851420814325
"b2128312e70fdb830091aecb6b27d82617e2e226",432.296553902235
"8257941af168c0cc15f28bd596fd922352dae732",433.652737814244
"854ce153823802674f35bbe1ec010b12e9b3a56f",421.767860265166
"27f1db4e266b154f6f7fbef9c225fab472652a7b",413.310566543186
"11b90bed4a05d11169f308370faf81d6e9ca2c4f",437.972482761067
"e001e1d73163c327a4d800697b1b36cd6921f60d",496.192701448095
"b83424ca8973e4b2eebf6eb9e26e842999432d22",408.011682778062
"912d751c54b46c860c5ba61666fc6fc59ca2689d",401.399499653723
"e114f7b197069bde8e158a0dbeaa022dd0c4e280",430.147229593671
"fa84edf183bd459ea9394d77bdc191683a75ff66",570.901297397028
"76190ff09a736ff83169394b770699b2709c5a27",467.360619065551
"515db15df8581ae72bb8e8358833016adee74e02",467.209191554498
"e2a05053c19e6fba60d0e582e6c7f371728a7106",434.836369331494
"2378556841bc8d5746f2b94d6adefc2db20f9518",549.122630094638
"796d558152d241567f8a72b535a5e36fe78886f3",440.804575919194
"1093edca7a04127a6e04570ee9cb58ef1bc0a69a",515.606512677006
"3c748fc7a94edb7ac1484373751ffa8574a3281d",433.010436870511
"344a6fc8038e291a6371f94963d7a7f5e1c4d55b",427.212215113846
"10a1e8808e744c619376bff659f859cd71e8c41d",441.838087958462
"fc959dafc37dde3f173f083486d84ce5c817443f",429.045758882108
"6979d91c0a1903a336c640e14eed100821a0e24d",468.982867949361
"d4e37c4c1235ce014392f6c8ba0436f195b9e459",513.443018263093
"565a955a60c6073157aa869c0351c626a7171ef3",557.384985851081
"99be797e423b5ae08fe342ea772738f71975df47",714.966364259003
"b579ea83f2d6c15b2c717d16a89827d65f39904b",453.567999769626
"e9373b5c22567bec508f2fa2580e4dc3ff687caa",581.916547644705
"a465af361b68bd536dd8bf61d522b9b21755ab60",489.399519378068
"c8feec2a94d996d03534ce935dec7a034667f107",779.769388701408
"af1890b4dbccbf8b6af56051a39bd4b13d1c971b",470.050274464415
"f4f7888cfe88b7a3b0f3d94749921976353ae82c",439.784206988681
"cdf60a765205a4e99eab17c72a68ff9cfd019dc6",448.948106184636
"2e466f15ac7b80870736fac2d0cf4bd7f362e852",438.262307919627
"fc83a5c665f70f39b4c7d326118cbf21a898e660",631.333499811208
"ced4913c2220be57c54bc9f87bb4f441d5976671",472.989213224288
"880ade460a231d722e8bb0e4d17f3c8f77663d37",422.729513823022
"7c869f5b89ddf3130c87011b6508ee59e32682c5",431.235480330341
"9027f65d4e576928ca59690c280050c53d66506a",644.469733133032
"09eb415bcb9842d207139c8bddf32427a134d51e",511.691400246571
"f8224c83e27f4921df62876f7ff660b1dab3d974",492.535478823584
"dfec3182aec0997207e0845b072498065ec89aac",689.1567592765
"d653549f6d0ba70e2113b2cc56e9a83e331d2462",565.814273289532
"e95674df974af80342f676ca9e3540aecec2b8dc",477.77354603503
"f9333cc1eb8af5bca5469d91e2c5d5f661b118ea",540.026323694376
"22d86e8b43a9412df86ec15ac231b9919e3ec905",426.994000321899
"1c61035799f6afe7f44c1fb68567d7a8945c3943",601.667145289889
"d5ed4b8732b0d7127a64f7e71137d321c56cc198",427.612173498861
"63edbbe59337f861a710bee4fe8a691d231f23da",423.740070141919
"21b8ef230efbfca6b5f15b36a3243d76ed390967",483.121181124146
"fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff",417.908947110282
"3de3c134579726fe4606b7a05f82ce19f00adb09",656.770330612621
"0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c",430.144315093468
"bdaf0955746c2cdd3b9ac2538c7502d312fffed8",426.819723831533
"520c60d32fd2af8be76abd332859b36d8ae45900",455.929063544719
"6cb6e2310b52c2898e500f81bea938446592568b",470.457895922741
"0193b535914e1c5a445bede11a408bf1709cd3cb",468.400367505116
"f3669f0c65dbf99cdf8f5f176587e84d5fc7560f",492.845646377399
"9b378e3937af8e97d4753cdf0c8917306354aaaf",451.564554499648
"1c92f54a5fe563622a0e23cf116461a7e147efd8",508.945698222193
"90facc45f7578775e3278aa0bd4fb59dad4d37c1",420.064467040908
"c8062c4cc7e023996bd37b87295f5a2957ddb172",466.568667914919
"f654c32a17935317b2e91d8e16aa8dcbf88e2ef2",559.077800145318
"7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6",445.613043765603
"1b61f7e184c7040ae4cea725153965e1f7f75308",435.519961385173
"95a9c65324583892b2d1a0c1c5163488f92d4a6d",425.414089929671
"5b7e7632cf766876026d0da6aa7c6df77bc13438",430.783470762696
"96fd0462597b8cf21b1e918c1947106cd8359e5d",491.62700472806
"5c1cef937c40bf8c30c119160bedde7ef679454e",606.782323097209
"e39fbeab552a4b6492346d821d095c3a0d691555",427.007098160617
"93694c58636eabfe86550e734efb3775ba4d739f",485.687544248632
"8982636d1f9cc5832eddae4d8a04ee2c6adbaebd",732.038714289084
"6c05e70130682975c1485a862b6e08b895650671",455.670939018018
"8db36ae38c19710d51d3715a6b2a5ecd84f94ff4",414.008993272694
"15043d6ede69cc06a2f2a72afcb05c1cdb5870d6",408.094044076471
"283df09083d3c7bec2590f22355c7ba32ec88623",469.119532867662
"5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3",538.938942313006
"23131f453efc29c2af9553d307692c60a3add1ae",474.245059321576
"da42a6267fe6eb7baa0a4fd2a18aad577e6889b2",447.236458470424
"941646a7d24ee2837d7de90ff0a736bb8f61d68c",421.032504754359
"5cd0dfc9a768868f28b11f9cf7870f11cc1ed185",470.54432540588
"cb4393cd17b5bdc120dbc15ddd255aa1f35ba090",435.246339710481
"72882a9cffe151d94be90e02ce3967a91b628099",462.753967667376
"cf62916c9829bd3ad05104151eee856d6de7ca1c",576.119421600866
"6b8f4241357e65c0491cc0ef96396f811574134c",452.277233659832
"268d48d0247f055ce2ebdd47cd5d1d3ec45246dc",419.890406098372
"afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e",441.992157197423
"8288badec4740382dbf7c33e4095cd4db0021bf7",416.884460988494
"5e139289eb167622f915eea3d1d6e49d15d1c873",495.053757526008
"fc050b2c8fa3446890fe1418332352177dd34506",428.835089824885
"8f309746992f374b4c2ea88f171233a9469ba649",469.162754201165
"ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2",452.046342279452
"145b6344526f9df32f4046c8227282477c51d69f",449.568933648066
"a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6",500.536432197808
"b23775f4cd460ba687d77b058f2bc46381a0fbfe",453.347323292798
"87c4839ae2e1f274e88e7b9644fc1e1991d10aa2",571.997066084598
"d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa",450.276682834071
"2bf8abe8000927aeff885fdb26e82579b54bb657",440.307703108618
"dfcd80c91cf897b5a23dc36aeaeabf8137049ae0",522.608961987201
"3ef584654da4e658ecdffb68bc4398c97f850ccf",447.267849256931
"ea90166cae72eec871b4100ed8df997253bea84b",464.002033835423
"0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca",505.72691172177
"39e7d2bf0be98a9698aa1369b7ca5576d392a777",444.646554951072
"01d88812b1d865b9797b9c57ed7538527593eb1d",577.066925913742
"879d82fe92a01214851fbeb62cd533fbc9d4ab87",550.605674148202
"bddbc541b26cbdc46bf0e2df980a3c8078f13cb9",439.696833505617
"a185d42f150631e1f22e1d81f965dda9833d0bec",437.995616428295
"c5994a51d6c24ee4360aee344cebf55bd01c39e3",511.014731888479
"bbe2574187920d91ca67a657c5a476f92f8ac142",477.380968203788
"8637d558542ccd4a1cd1d3ab336711edad60a966",470.345290608444
"30fd3c461823b211ad79159256fdb3eb101deff0",436.419039208915
"88c22a24bf7c1f218cdd78973beb0e93d5fabbfa",432.287869097058
"4d12becc50fceaa6423313e98858cee7d438cc36",525.17622479032
"5c55594ff65d25732d6104cf60588ae877cb6e9c",608.08684006376
"ebd6ed760a482a95ddc04d78254761296ea73608",503.296832396686
"4ea487e7fd10b89407bd3c72366366f5b505847f",530.210250002461
"0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405",438.320110178817
"49a9374bc759c6a4d1f8fce5ade5908afe72803c",440.962695446121
"4f735bfdc3f9ff0ca502f569e2511fe07c48f16c",436.375313291371
"0f31c91179f811dc6de3d071914cba2716013473",437.739722971971
"0d5e00d498ff6f08f74dad2a0d8f566f0c82e978",465.778067850532
"a945e7b0eedbc6722edf61c6e9115199efa0e79b",611.623863526673
"b52cae71211465e9b76723d1dab3cbb973a76a5e",438.61248104583
"c64825379cc10911781e842c315951b835c0246d",433.165514595652
"3bbcc2404ed1002943c4a80215c47ff1ba31ebbf",522.689141309086
"d077ad9b71684906e32bdfefac01c893ff875c40",506.624532789095
"0e02316fc08deb2a0ccf7b606d3564cf17d6763a",452.354332579006
"44cb1704d691a020beab734f494635e2603af38b",444.320329374331
"c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67",475.34211298924
"623b39408740e01c79d585779f119b7bd31aca5e",477.787590720854
"0954f039d7ce9b83b763b6406d3be54af9d386a0",466.437689582417
"feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b",478.589397003277
"bc764ff3e2905ae18491fcc46b2cf1812bf43771",590.581318975293
"4d0b3bca1ec9337bb27b9d6710702ebb79a90046",506.716481436535
"b62836e36b6a37a18823b0176647b31ed84bd759",459.745359230012
"48b56e1d641022967e5b2791de675d524b685afe",458.485537677876
"6432732876989f4279e03bea20c37a21e0ce488d",737.34010854584
"c322f8d156e174e549a44fdde96be32358ab85a3",456.806116544757
"92f7742f9719e14801466a45e33f904e27be2b17",471.842154626665
"8f00986f46ca0c0eb14d9d8e811919bb76d29fed",425.804813324984
"bfa438beba3914291e0978747404004f6ac79179",440.969378490708
"9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba",442.223347206635
"7db2c8ad5fbddb754318a9f7d0503ef849ef5729",409.800600167847
"9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c",463.399447405267
"ae6a72fb90a0c32b27c4aa45ff692c3783de2290",434.302294447309
"b10d3fcde629e4b68758d3dc58911a113837d255",484.091506179804
"2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2",429.928720616027
"587f219b07191d201677be07e43852b73a5dfeda",460.703600507228
"c669af3c60a62511990ed5f486c525285df59750",507.22445122243
"0dc0351a9da12f74bd5ebc918d60f9580be35182",442.353138470927
"20cf36f1ab557d2f44d1fba0291054ecb26d8a8a",417.741748364957
"d053a386f5497719e02334cc444acc545258bc3e",533.197973201673
"446a666ce7e015158181ce032e318a2ceffad8e1",474.477593646014
"ad896f169fe2e02c8cda5553fc0cb4aa100fee20",419.930963992655
"80069d0ec6aecb2f74d973c5bdc5c53ff2a48413",466.93330220188
"dc56167fb0ffcbf92624206591985da23ba078a3",457.785963111169
"10f8e410cadeee997d11e86ed5749c98c184f102",521.567466786554
"9c0cedfb49df5633bdc16bc263e8f574a1e283d2",440.537133230349
"b18c91072332db5e81e51adf0ad4a18c682fe025",417.011570052795
"0d6cc0da68e9b6242b5ce66bbc0ed812fc559874",440.225302550309
"040e479d45f83b7944be895d04b035489e544ab1",460.574751643127
"b505434998285eb78dfdb4341e4a29cc13a2130a",436.854096020514
"b16fb245d399e311b54c8f9edbe23b0814c8b6d7",428.52072635188
"1167115298a1ed2c659e1e365224311af48ff8e6",498.883995452533
"ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c",407.067368187506
"386238d9cc8f497486ec335159e3d3fb59d9d57c",487.27285678785
"abafba1eacd1b34ef2e197683cc1d19e7c47cd9d",421.275098361687
"961f5a44f06750c88181c1809c6d002252b8d4e9",460.563775739063
"24605a2eda427ea715d61e72f5e40d6afd31bcfd",565.152967278851
"9810f9ad1fed4a44dd3150d3a93c2321402176f7",426.947488537216
"0b01e142abc07e710ae4f8a315866d95f16d592b",499.781252817726
"ab9b69839b48825032b5f4778eea40e321c1ece5",458.106749801987
"3004e0b4f4b454854f0bb254473aa012e17071fd",715.820751278832
"84083dec8994b0da91c7be5bd5cf540a92d367f9",415.627874284773
"c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7",501.572823642126
"55a278c454fb7415451563c61ed46f5d9dc352d6",479.737933541756
"051c748ebab016611de489dfc13b6616d1070361",448.756858928825
"e2f476ff901b0c67a7df201c865aca3219bfd803",541.27431275573
"7ae5a82f05c571cbccd3d1057aa2ee320633335c",452.636005293782
"1c86c6bc97a76e31219f8902c13627c0de70c6cb",499.144032746124
"e6b0a19633e93aa0e26b5644d0142d79c7526d5d",437.224229504533
"acbc30d483ea45980ae8919a1e608acbb560d796",525.391609795739
"d4cc2188bbe4365cbbec0d8e697f5f982d217c55",481.439410455063
"3c049c9981020ef5f6968e0eec4e6969fd2f4b0d",425.815297649184
"a5c39ced20251de476553163291f5141f9b66d1c",448.834439933036
"6d9409ae58f72c208c0ad1c8168080a8deeef8a2",446.104991995946
"85e6b7523bb635e5552fa91b4a79122118918668",497.691270402587
"5443c9e35006e84510c518efc894c075b606c83f",440.607331539479
"80b9f96ee31137fbe9158841eb193d26d6dd762b",474.650336122673
"6091d7a1acb022b664e212bbc322932384824ab4",425.243860706014
"828f1541b637d7781583e98f754bbb433f2d1dd8",502.176805108425
"aace2a613988d1619385514862b227ec1a616255",415.569218140612
"45a6fba80a860b768d6b4172b97e35f0b06db075",483.611539372823
"4b93629e017653c27a7ac99b9ed6fafa003a6777",494.63192424844
"ddd68576dd27c673687d8b04057adc396a75f566",437.595263614709
"ed9e6225f3914f90c61a39572bf1ad207688a3f0",494.282756961535
"270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1",555.355002310415
"afcb620ab13d96348763196f200b6bf94ab1c060",465.641653933962
"7cfb1d64261039d25784ecc70e9bf286ac9492c9",455.938376521925
"4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40",432.971089694942
"5dc2bf0223a2c68ccc7a74e5c61571c31eb62343",433.497683723994
